dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,9,12,11208,370,,"English Literature and Composition, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, World History","Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Macroeconomics, Microeconomics, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History",8:10 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)"
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,9,12,11207,463,CTE School,"English Literature and Composition, United States History",,8:00 AM,3:07 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"145 Pennsylvania Avenue
Brooklyn, NY 11207
(40.674224214000446, -73.89645352099967)"
19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",Brooklyn,9,12,11208,309,,"English Literature and Composition, Macroeconomics, Psychology, United States Government and Politics, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"370 Fountain Avenue
Brooklyn, NY 11208
(40.67068325000048, -73.87421747999963)"
19K764,The Urban Assembly School for Collaborative Healthcare,Brooklyn,9,10,11208,N/A,CTE - New School,"N/A (Expected: Biology, Calculus BC, Chemistry,  Economics: Micro, English Language and Composition, Environment Science,  European History, Government and Politics: United States, Human Geography,  Psychology, and Statistics)  ",Please contact the school for more information,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"999 Jamaica Avenue
Brooklyn, NY 11208
(40.69114396200047, -73.86842605699962)"
20K445,New Utrecht High School,Brooklyn,9,12,11214,3362,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, Human Geography, Macroeconomics, Microeconomics, Physics B, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Dual Language: Chinese; Transitional Bilingual Program: Chinese,Functionally Accessible,8,"1601 80 Street
Brooklyn, NY 11214
(40.61342449400047, -74.00365376599967)"
20K485,High School of Telecommunication Arts and Technology,Brooklyn,9,12,11220,1313,,"Biology, Calculus AB, Chemistry, English Language and Composition, Physics B, Spanish Language and Culture, Statistics, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"350 67 Street
Brooklyn, NY 11220
(40.63724571600045, -74.02381647299967)"
20K490,Fort Hamilton High School,Brooklyn,9,12,11209,4317,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Environmental Science, Physics B, Psychology, Spanish Language and Culture, Studio Art: 2-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History",,9:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Arabic, Chinese, Spanish",Functionally Accessible,5,"8301 Shore Road
Brooklyn, NY 11209
(40.62791337300047, -74.03995233799964)"
20K505,Franklin Delano Roosevelt High School,Brooklyn,9,12,11204,3130,,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Statistics, United States History",,9:30 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Not Functionally Accessible,4,"5800 20 Avenue
Brooklyn, NY 11204
(40.620263373000455, -73.98201099999966)"
20K609,Urban Assembly School for Criminal Justice,Brooklyn,6,12,11204,485,All-Girls School,"Calculus AB, Chemistry, English Literature and Composition, United States Government and Politics, United States History",,8:45 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"4200 16 Avenue
Brooklyn, NY 11204
(40.63490809500047, -73.98151907699963)"
21K337,International High School at Lafayette,Brooklyn,9,12,11214,345,International School,,,9:15 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)"
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,9,12,11224,517,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Physics B, Psychology, United States Government and Politics",,8:00 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"521 West Avenue
Brooklyn, NY 11224
(40.582116150000445, -73.97289449199963)"
21K348,High School of Sports Management,Brooklyn,9,12,11214,323,,"Calculus AB, English Language and Composition, World History",,7:45 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)"
21K410,Abraham Lincoln High School,Brooklyn,9,12,11235,2313,,"Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Human Geography, Psychology, United States Government and Politics, World History",,7:28 AM,3:10 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,6,"2800 Ocean Parkway
Brooklyn, NY 11235
(40.58230836300049, -73.96746574699966)"
21K468,Kingsborough Early College School,Brooklyn,6,12,11214,551,,,,8:00 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)"
21K525,Edward R. Murrow High School,Brooklyn,9,12,11230,4021,,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Macroeconomics, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History",,8:05 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Functionally Accessible,7,"1600 Avenue L
Brooklyn, NY 11230
(40.62050435800046, -73.95923393299967)"
21K540,John Dewey High School,Brooklyn,9,12,11223,1937,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, European History, Macroeconomics, Microeconomics, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:13 AM,3:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Chinese,Not Functionally Accessible,8,"50 Avenue X
Brooklyn, NY 11223
(40.589238098000465, -73.98174652399967)"
21K559,Life Academy High School for Film and Music,Brooklyn,9,12,11214,260,,,"Biology, English Literature and Composition, European History, United States History, World History",8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)"
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,9,12,11214,276,,"Art History, Biology, Calculus AB, Physics B",,8:25 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)"
21K620,William E. Grady Career and Technical Education High School,Brooklyn,9,12,11235,636,CTE School,"Biology, English Language and Composition, English Literature and Composition, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,6,"25 Brighton 4Th Road
Brooklyn, NY 11235
(40.58254803800048, -73.96371622099963)"
21K690,Brooklyn Studio Secondary School,Brooklyn,6,12,11214,902,,"English Literature and Composition, United States History",,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,3,"8310 21St Avenue
Brooklyn, NY 11214
(40.6048770000005, -73.99441715399968)"
22K405,Midwood High School,Brooklyn,9,12,11210,3877,,"Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Macroeconomics, Physics B, Physics C: Mechanics, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,4,"2839 Bedford Avenue
Brooklyn, NY 11210
(40.63333549400045, -73.95291606399962)"
22K425,James Madison High School,Brooklyn,9,12,11229,3055,,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Macroeconomics, Microeconomics, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:10 AM,2:48 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"3787 Bedford Avenue
Brooklyn, NY 11229
(40.60975848100048, -73.94845183699965)"
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,9,12,11235,1046,,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Microeconomics, Spanish Language and Culture, Statistics, Studio Art: Drawing, United States History, World History",,8:15 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1830 Shore Boulevard
Brooklyn, NY 11235
(40.5808471360005, -73.93608856899965)"
22K555,Brooklyn College Academy,Brooklyn,9,12,11218,618,,,,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"350 Coney Island Avenue
Brooklyn, NY 11218
(40.64920062700048, -73.97169462099964)"
22K611,Origins High School,Brooklyn,9,11,11235,85,,,,8:45 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"3000 Avenue X
Brooklyn, NY 11235
(40.59419299700045, -73.93683809599963)"
